Field,Title,Company,Posted At,Location,Link
Operations and Supply Chain,Manufacturing Quality Auditor (MQA),Apple,14 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200591614/manufacturing-quality-auditor-mqa?team=OPMFG
Software and Services,Software Development Engineer - Test Manager,Apple,28 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200585983/software-development-engineer-test-manager?team=SFTWR
Support and Service,"Trainer, Retail Customer Care",Apple,5 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200593252/trainer-retail-customer-care?team=CUST
Operations and Supply Chain,Plastic Tooling Engineer - Bangalore / Chennai,Apple,17 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591761/plastic-tooling-engineer-bangalore-chennai?team=OPMFG
Software and Services,NoSQL Engineer,Apple,8 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200561709/nosql-engineer?team=SFTWR
Operations and Supply Chain,Assembly Manufacturing Quality Engineer,Apple,14 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200591615/assembly-manufacturing-quality-engineer?team=OPMFG
Operations and Supply Chain,Battery Pack Manufacturing Quality Engineer,Apple,13 Feb 2025,Gurugram,https://jobs.apple.com/en-gb/details/200591412/battery-pack-manufacturing-quality-engineer?team=OPMFG
Operations and Supply Chain,Operations Reliability Engineer,Apple,6 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200565338/operations-reliability-engineer?team=OPMFG
Hardware,iPhone Hardware Systems Validation Engineer,Apple,26 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200565110/iphone-hardware-systems-validation-engineer?team=HRDWR
Software and Services,Software Development Engineer - Test Manager,Apple,28 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200585983/software-development-engineer-test-manager?team=SFTWR
Operations and Supply Chain,Manufacturing Quality Auditor (MQA),Apple,14 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200591614/manufacturing-quality-auditor-mqa?team=OPMFG
Operations and Supply Chain,Data ML Program Manager - Product Operations,Apple,2 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200581367/data-ml-program-manager-product-operations?team=OPMFG
Software and Services,"Machine Learning Research Engineer, Apple Intelligence",Apple,18 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200584024/machine-learning-research-engineer-apple-intelligence?team=SFTWR
Operations and Supply Chain,Product Manager - Global Sourcing & Supply Management (GSSM) Solutions,Apple,19 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591780/product-manager-global-sourcing-supply-management-gssm-solutions?team=OPMFG
Software and Services,"Security Engineer, Retail Engineering",Apple,23 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200558613/security-engineer-retail-engineering?team=SFTWR
Software and Services,Sr. Security Engineer,Apple,31 Jul 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200550145/sr-security-engineer?team=SFTWR
Operations and Supply Chain,Systems Engineer - Manufacturing Systems & Infrastructure,Apple,17 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200574071/systems-engineer-manufacturing-systems-infrastructure?team=OPMFG
Software and Services,Cellular Virtual Platform Developer,Apple,6 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200593836/cellular-virtual-platform-developer?team=SFTWR
Software and Services,Cloud Data Engineer,Apple,20 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200519076/cloud-data-engineer?team=SFTWR
Operations and Supply Chain,Software Engineer Fullstack - Global Sourcing & Supply Management (GSSM) Solutions,Apple,3 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591778/software-engineer-fullstack-global-sourcing-supply-management-gssm-solutions?team=OPMFG
Operations and Supply Chain,Technical Project Manager,Apple,11 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200520900/technical-project-manager?team=OPMFG
Corporate Functions,Machine Learning Engineer - Apple Store Online,Apple,3 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200588709/machine-learning-engineer-apple-store-online?team=CORSV
Corporate Functions,Finance BPR Test Process Lead,Apple,13 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200581536/finance-bpr-test-process-lead?team=CORSV
Corporate Functions,Finance BPR Test Process Lead,Apple,22 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200583486/finance-bpr-test-process-lead?team=CORSV
Support and Service,"Tableau Developer Analyst, Retail Customer Care",Apple,11 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200573783/tableau-developer-analyst-retail-customer-care?team=CUST
Software and Services,"Penetration Tester, Retail Engineering",Apple,21 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200558639/penetration-tester-retail-engineering?team=SFTWR
Hardware, iPhone System Reliability Engineer,Apple,7 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200577777/iphone-system-reliability-engineer?team=HRDWR
Operations and Supply Chain,Machine Learning Engineer - Data Quality,Apple,11 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594546/machine-learning-engineer-data-quality?team=OPMFG
Software and Services,App Store Business Lead India,Apple,29 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200588929/app-store-business-lead-india?team=SFTWR
Operations and Supply Chain,Big Data Software Engineer - Manufacturing Systems & Infrastructure,Apple,23 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200569343/big-data-software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Corporate Functions,People Data & Analytics Engineer,Apple,20 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592296/people-data-analytics-engineer?team=CORSV
Software and Services,Full stack Engineer - Java & Angular/Vue,Apple,2 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200592716/full-stack-engineer-java-angular-vue?team=SFTWR
Software and Services,"Software Engineer - Java, Spring Boot and Microservices",Apple,26 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200549620/software-engineer-java-spring-boot-and-microservices?team=SFTWR
Corporate Functions,Apple Store Online Systems Engineer - Linux DevOps,Apple,18 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200583767/apple-store-online-systems-engineer-linux-devops?team=CORSV
Marketing,Channel & Partner Communications Lead - India,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200542920/channel-partner-communications-lead-india?team=MKTG
Software and Services,Senior Fullstack Engineer (Java and ReactJS),Apple,12 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200570956/senior-fullstack-engineer-java-and-reactjs?team=SFTWR
Operations and Supply Chain,Software Engineer Swift - Global Sourcing & Supply Management (GSSM) Solutions,Apple,21 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592450/software-engineer-swift-global-sourcing-supply-management-gssm-solutions?team=OPMFG
Operations and Supply Chain,Backend Software Engineer - Manufacturing Design,Apple,18 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200583445/backend-software-engineer-manufacturing-design?team=OPMFG
Software and Services,Cellular Platform Software Engineer- CoreBSP Enablement Team,Apple,7 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200555358/cellular-platform-software-engineer-corebsp-enablement-team?team=SFTWR
Machine Learning and AI,ML Application Engineer,Apple,20 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200578203/ml-application-engineer?team=MLAI
Software and Services,Cellular Protocol RAN/Core Network Simulation Engineer,Apple,20 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200579797/cellular-protocol-ran-core-network-simulation-engineer?team=SFTWR
Corporate Functions,Software Engineering Manager,Apple,5 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200581109/software-engineering-manager?team=CORSV
Operations and Supply Chain,Machine Learning Engineer for Computer Vision,Apple,6 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200577706/machine-learning-engineer-for-computer-vision?team=OPMFG
Corporate Functions,Finance BPR Test Process Lead,Apple,13 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200581536/finance-bpr-test-process-lead?team=CORSV
Corporate Functions,Finance BPR Test Process Lead,Apple,22 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200583486/finance-bpr-test-process-lead?team=CORSV
Operations and Supply Chain,Machine Learning Engineer - Computer Vision & LLM,Apple,19 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200577546/machine-learning-engineer-computer-vision-llm?team=OPMFG
Software and Services,Engineering Manager,Apple,20 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200559400/engineering-manager?team=SFTWR
Software and Services,Full Stack Engineer - Java and React JS,Apple,2 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200551354/full-stack-engineer-java-and-react-js?team=SFTWR
Operations and Supply Chain,Battery Cell Manufacturing Quality Engineer,Apple,13 Feb 2025,Gurugram,https://jobs.apple.com/en-gb/details/200591415/battery-cell-manufacturing-quality-engineer?team=OPMFG
Operations and Supply Chain,Machine Learning Engineer - Computer Vision & LLM,Apple,19 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200577546/machine-learning-engineer-computer-vision-llm?team=OPMFG
Corporate Functions,Software Engineering Manager,Apple,5 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200581109/software-engineering-manager?team=CORSV
Operations and Supply Chain,Machine Learning Engineer for Computer Vision,Apple,6 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200577706/machine-learning-engineer-for-computer-vision?team=OPMFG
Operations and Supply Chain,Battery Pack Manufacturing Quality Engineer,Apple,13 Feb 2025,Gurugram,https://jobs.apple.com/en-gb/details/200591412/battery-pack-manufacturing-quality-engineer?team=OPMFG
Software and Services,Senior Modem System Test Engineer,Apple,23 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200432385/senior-modem-system-test-engineer?team=SFTWR
Operations and Supply Chain,Data Engineer - Global Sourcing & Supply Management (GSSM) Solutions,Apple,19 Feb 2025,Bangalore-IN,https://jobs.apple.com/en-gb/details/200591769/data-engineer-global-sourcing-supply-management-gssm-solutions?team=OPMFG
Operations and Supply Chain,CapEx Program Manager - Product Operations,Apple,19 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200579592/capex-program-manager-product-operations?team=OPMFG
Software and Services,Engineering Project Manager - ETS,Apple,6 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200536733/engineering-project-manager-ets?team=SFTWR
Operations and Supply Chain,Global Supply Manager - Mechanical Enclosures,Apple,11 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200566007/global-supply-manager-mechanical-enclosures?team=OPMFG
Corporate Functions,WFM Configuration Manager and WFM Lead - EMEA,Apple,25 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592711/wfm-configuration-manager-and-wfm-lead-emea?team=CORSV
Corporate Functions,People Business Partner,Apple,27 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200588467/people-business-partner?team=CORSV
Operations and Supply Chain,Manufacturing Design Engineer - Chennai / Bangalore,Apple,5 Sep 2024,Chennai,https://jobs.apple.com/en-gb/details/200459227/manufacturing-design-engineer-chennai-bangalore?team=OPMFG
Operations and Supply Chain,Manufacturing Quality Engineer - Bangalore / Chennai,Apple,3 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200568892/manufacturing-quality-engineer-bangalore-chennai?team=OPMFG
Apple Retail,IN-Business Pro,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314003/in-business-pro?team=APPST
Software and Services,Software Quality Engineer,Apple,11 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200576527/software-quality-engineer?team=SFTWR
Software and Services,Cloud Data Engineering Manager,Apple,26 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200523089/cloud-data-engineering-manager?team=SFTWR
Software and Services,Security Engineer,Apple,5 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534012/security-engineer?team=SFTWR
Marketing,"Associate Creative Director, Design",Apple,17 Mar 2025,Mumbai,https://jobs.apple.com/en-gb/details/200595226/associate-creative-director-design?team=MKTG
Operations and Supply Chain,Molding Process Engineer,Apple,9 Nov 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200578286/molding-process-engineer?team=OPMFG
Software and Services,Site Reliability Engineer,Apple,3 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200569691/site-reliability-engineer?team=SFTWR
Corporate Functions,Apple Store Online Systems Engineer - Linux DevOps,Apple,18 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200583767/apple-store-online-systems-engineer-linux-devops?team=CORSV
Operations and Supply Chain,Software Development Engineer - Factory Test Station,Apple,26 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200570252/software-development-engineer-factory-test-station?team=OPMFG
Software and Services,Senior Modem System Test Engineer,Apple,23 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200432385/senior-modem-system-test-engineer?team=SFTWR
Software and Services,"Software Engineer (Framework), Ai & Data Platforms",Apple,15 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200561750/software-engineer-framework-ai-data-platforms?team=SFTWR
Operations and Supply Chain,Full Stack Software Engineer - Manufacturing Systems & Infrastructure,Apple,25 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200570000/full-stack-software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Software and Services,Site Reliability Engineer - Apple Services Engineering,Apple,12 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594552/site-reliability-engineer-apple-services-engineering?team=SFTWR
Machine Learning and AI,ML Application Engineer,Apple,20 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200578203/ml-application-engineer?team=MLAI
Operations and Supply Chain,Big Data Software Engineer - Manufacturing Systems & Infrastructure,Apple,23 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200569343/big-data-software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Software and Services,Security Engineer,Apple,5 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534012/security-engineer?team=SFTWR
Operations and Supply Chain,Machine Learning Engineer - LLM,Apple,11 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594547/machine-learning-engineer-llm?team=OPMFG
Software and Services,NoSQL Engineer / SRE,Apple,29 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200583741/nosql-engineer-sre?team=SFTWR
Operations and Supply Chain,Software Engineer - Full Stack,Apple,11 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200567346/software-engineer-full-stack?team=OPMFG
Hardware,Cellular Layer1/Firmware Triage and Target Support Engineer,Apple,6 Jun 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200250759/cellular-layer1-firmware-triage-and-target-support-engineer?team=HRDWR
Machine Learning and AI,AIML - Language Engineer (India),Apple,20 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200583444/aiml-language-engineer-india?team=MLAI
Corporate Functions,People Technology Developer,Apple,12 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590825/people-technology-developer?team=CORSV
Operations and Supply Chain,Test Automation Architect - Operations Business Process Reengineering,Apple,15 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200587007/test-automation-architect-operations-business-process-reengineering?team=OPMFG
Software and Services,DevOps Engineer,Apple,18 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534941/devops-engineer?team=SFTWR
Software and Services,NoSQL Engineer,Apple,8 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200561709/nosql-engineer?team=SFTWR
Corporate Functions,People Analytics Engineering Manager,Apple,11 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200590824/people-analytics-engineering-manager?team=CORSV
Software and Services,NoSQL Engineer,Apple,8 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200561709/nosql-engineer?team=SFTWR
Operations and Supply Chain,Big Data Software Engineer - Manufacturing Systems & Infrastructure,Apple,23 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200569343/big-data-software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Software and Services,Software Engineer - Cloud Data Platform,Apple,6 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536460/software-engineer-cloud-data-platform?team=SFTWR
Software and Services,Security Engineer,Apple,5 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534012/security-engineer?team=SFTWR
Software and Services,NoSQL Engineer / SRE,Apple,29 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200583741/nosql-engineer-sre?team=SFTWR
Software and Services,DevOps Engineer,Apple,21 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536800/devops-engineer?team=SFTWR
Software and Services,Software Quality Engineer,Apple,11 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200576527/software-quality-engineer?team=SFTWR
Software and Services,Software Development Engineer - Test Manager,Apple,28 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200585983/software-development-engineer-test-manager?team=SFTWR
Operations and Supply Chain,Full stack Developer,Apple,27 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200524442/full-stack-developer?team=OPMFG
Software and Services,BI Tools Platform Engineer,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534730/bi-tools-platform-engineer?team=SFTWR
Hardware,Cellular 5G/4G Firmware Development & Verification Engineer,Apple,12 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200397420/cellular-5g-4g-firmware-development-verification-engineer?team=HRDWR
Hardware,Physical Layer Firmware Integration and DevOps Engineer,Apple,21 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200552271/physical-layer-firmware-integration-and-devops-engineer?team=HRDWR
Operations and Supply Chain,Manufacturing Design Engineer- Assembly,Apple,24 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200591606/manufacturing-design-engineer-assembly?team=OPMFG
Operations and Supply Chain,SME - Equipment Design (Robotics),Apple,24 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200592580/sme-equipment-design-robotics?team=OPMFG
Operations and Supply Chain,Test Automation Architect - Operations Business Process Reengineering,Apple,15 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200587007/test-automation-architect-operations-business-process-reengineering?team=OPMFG
Software and Services,Cloud Security Specialist,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534734/cloud-security-specialist?team=SFTWR
Operations and Supply Chain,Manufacturing Design Engineer - Chennai / Bangalore,Apple,5 Sep 2024,Chennai,https://jobs.apple.com/en-gb/details/200459227/manufacturing-design-engineer-chennai-bangalore?team=OPMFG
Corporate Functions,Apple Store Online Systems Engineer - Linux DevOps,Apple,18 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200583767/apple-store-online-systems-engineer-linux-devops?team=CORSV
Apple Retail,IN-Creative,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200313991/in-creative?team=APPST
Operations and Supply Chain,Global Supply Manager - Mechanical Enclosures,Apple,11 Feb 2025,Chennai,https://jobs.apple.com/en-gb/details/200566007/global-supply-manager-mechanical-enclosures?team=OPMFG
Operations and Supply Chain,Backend Software Engineer - Manufacturing Design,Apple,18 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200583445/backend-software-engineer-manufacturing-design?team=OPMFG
Machine Learning and AI,AIML - Annotation Team Lead (Hyderabad),Apple,18 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200554635/aiml-annotation-team-lead-hyderabad?team=MLAI
Operations and Supply Chain,Supplier Readiness & Development Program Manager,Apple,10 Mar 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200594386/supplier-readiness-development-program-manager?team=OPMFG
Operations and Supply Chain,Automation Subject Matter Expert,Apple,24 Jan 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200588227/automation-subject-matter-expert?team=OPMFG
Apple Retail,IN - Specialist,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314117/in-specialist?team=APPST
Operations and Supply Chain,NPI Test Engineer,Apple,27 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200509719/npi-test-engineer?team=OPMFG
Support and Service,"Sales Team Leader, Retail Customer Care",Apple,10 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200593249/sales-team-leader-retail-customer-care?team=CUST
Operations and Supply Chain,Operations NPI Test Engineer,Apple,16 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200566920/operations-npi-test-engineer?team=OPMFG
Corporate Functions,People Business Partner,Apple,27 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200588467/people-business-partner?team=CORSV
Operations and Supply Chain,Battery Cell Manufacturing Quality Engineer,Apple,13 Feb 2025,Gurugram,https://jobs.apple.com/en-gb/details/200591415/battery-cell-manufacturing-quality-engineer?team=OPMFG
Apple Retail,IN-Technical Specialist,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314122/in-technical-specialist?team=APPST
Apple Retail,IN-Expert,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314010/in-expert?team=APPST
Operations and Supply Chain,Full Stack Software Engineer - Manufacturing Systems & Infrastructure,Apple,25 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200570000/full-stack-software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Software and Services,Software Engineer - Cloud Data Platform,Apple,6 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536460/software-engineer-cloud-data-platform?team=SFTWR
Operations and Supply Chain,Big Data Software Engineer - Manufacturing Systems & Infrastructure,Apple,23 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200569343/big-data-software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Software and Services,Security Engineer,Apple,5 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534012/security-engineer?team=SFTWR
Software and Services,NoSQL Engineer / SRE,Apple,29 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200583741/nosql-engineer-sre?team=SFTWR
Software and Services,DevOps Engineer,Apple,21 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200536800/devops-engineer?team=SFTWR
Software and Services,Software Quality Engineer,Apple,11 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200576527/software-quality-engineer?team=SFTWR
Software and Services,Software Development Engineer - Test Manager,Apple,28 Feb 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200585983/software-development-engineer-test-manager?team=SFTWR
Operations and Supply Chain,Full stack Developer,Apple,27 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200524442/full-stack-developer?team=OPMFG
Software and Services,BI Tools Platform Engineer,Apple,22 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200534730/bi-tools-platform-engineer?team=SFTWR
Hardware,Cellular 5G/4G Firmware Development & Verification Engineer,Apple,12 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200397420/cellular-5g-4g-firmware-development-verification-engineer?team=HRDWR
Hardware,Physical Layer Firmware Integration and DevOps Engineer,Apple,21 May 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200552271/physical-layer-firmware-integration-and-devops-engineer?team=HRDWR
Software and Services,Cloud Solutions Engineer,Apple,8 Jul 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200550457/cloud-solutions-engineer?team=SFTWR
Apple Retail,IN-Manager,Apple,17 Dec 2024,Pune-IN,https://jobs.apple.com/en-gb/details/200583759/in-manager?team=APPST
Apple Retail,IN-Business Pro,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314003/in-business-pro?team=APPST
Hardware,iPhone Hardware Test Engineer,Apple,26 Aug 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200565109/iphone-hardware-test-engineer?team=HRDWR
Corporate Functions,Project Manager - Apple Store Online User Acceptance Testing (UAT),Apple,6 Nov 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200577265/project-manager-apple-store-online-user-acceptance-testing-uat?team=CORSV
Software and Services,Software Quality Engineer,Apple,11 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200576527/software-quality-engineer?team=SFTWR
Operations and Supply Chain,FATP Manufacturing Quality Engineer,Apple,14 Feb 2025,Bengaluru,https://jobs.apple.com/en-gb/details/200591608/fatp-manufacturing-quality-engineer?team=OPMFG
Corporate Functions,"Contact Center Infrastructure Engineer, Multimedia/Task",Apple,8 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200594055/contact-center-infrastructure-engineer-multimedia-task?team=CORSV
Apple Retail,IN-Operations Expert,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314033/in-operations-expert?team=APPST
Corporate Functions,Contact Center Infrastructure Engineer,Apple,18 Dec 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200583776/contact-center-infrastructure-engineer?team=CORSV
Software and Services,Hana Data Engineer,Apple,25 Jan 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200536457/hana-data-engineer?team=SFTWR
Apple Retail,IN-Business Expert,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200313970/in-business-expert?team=APPST
Software and Services,Engineering Project Manager - ETS,Apple,6 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200536733/engineering-project-manager-ets?team=SFTWR
Support and Service,"Tableau Developer Analyst, Retail Customer Care",Apple,11 Mar 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200573783/tableau-developer-analyst-retail-customer-care?team=CUST
Marketing,Media Manager,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200567665/media-manager?team=MKTG
Marketing,Channel Cross-functional Producer,Apple,31 Jan 2025,Mumbai,https://jobs.apple.com/en-gb/details/200583503/channel-cross-functional-producer?team=MKTG
Software and Services,"Penetration Tester, Retail Engineering",Apple,21 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200558639/penetration-tester-retail-engineering?team=SFTWR
Operations and Supply Chain,Product Quality Manager - Product Operations,Apple,21 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200574687/product-quality-manager-product-operations?team=OPMFG
Apple Retail,IN-Genius,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314015/in-genius?team=APPST
Software and Services,"Junior Software Developer in Test, IS&T",Apple,27 Jan 2025,Hyderabad,https://jobs.apple.com/en-gb/details/200588219/junior-software-developer-in-test-is-t?team=SFTWR
Software and Services,Cross Functional Test Lead,Apple,28 Aug 2024,Hyderabad,https://jobs.apple.com/en-gb/details/200558820/cross-functional-test-lead?team=SFTWR
Operations and Supply Chain,Software Engineer - Manufacturing Systems & Infrastructure,Apple,8 Oct 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200567622/software-engineer-manufacturing-systems-infrastructure?team=OPMFG
Apple Retail,IN-Technical Specialist,Apple,18 Mar 2025,Various locations within  India ,https://jobs.apple.com/en-gb/details/200314122/in-technical-specialist?team=APPST
Software and Services,Software Automation & Tools Engineer,Apple,2 Dec 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200579332/software-automation-tools-engineer?team=SFTWR
Operations and Supply Chain,Operations NPI Test Engineer,Apple,16 Sep 2024,Bengaluru,https://jobs.apple.com/en-gb/details/200566920/operations-npi-test-engineer?team=OPMFG
